v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,label
0.26345381140708923,0.7819442749023438,-7.701900699430553e-07,0.30460041761398315,0.5690200328826904,-0.03539663925766945,0.32302767038345337,0.35298460721969604,-0.05821898952126503,0.32479923963546753,0.19158603250980377,-0.07946841418743134,0.31701675057411194,0.043716490268707275,-0.09489569067955017,0.22429949045181274,0.34881696105003357,-0.0738910511136055,0.4183911681175232,0.38826945424079895,-0.13024890422821045,0.39249539375305176,0.4580700695514679,-0.1600271463394165,0.3278905749320984,0.4534272253513336,-0.1850225031375885,0.2069038599729538,0.47458043694496155,-0.08987405151128769,0.43183058500289917,0.5012261867523193,-0.14355219900608063,0.38424214720726013,0.552101194858551,-0.15795797109603882,0.32254597544670105,0.5482850074768066,-0.1775626242160797,0.21108748018741608,0.6059001088142395,-0.11015619337558746,0.4213842749595642,0.6203837394714355,-0.1599055379629135,0.3795207738876343,0.6636757850646973,-0.1550678163766861,0.3255579173564911,0.6537142992019653,-0.15677125751972198,0.2309439778327942,0.7245503664016724,-0.13519315421581268,0.40058693289756775,0.7268900871276855,-0.1760025918483734,0.37758946418762207,0.7460812330245972,-0.18284350633621216,0.32292550802230835,0.744261622428894,-0.1898670792579651,A
0.26848462224006653,0.7908223867416382,-7.45386330436304e-07,0.3141525685787201,0.5732015371322632,-0.036259282380342484,0.3319290578365326,0.3593359887599945,-0.059739191085100174,0.3341748118400574,0.19746951758861542,-0.0816868394613266,0.3259046673774719,0.04863983392715454,-0.09727651625871658,0.23121976852416992,0.3569002151489258,-0.07539713382720947,0.42648348212242126,0.3970819115638733,-0.1319999247789383,0.4029545783996582,0.4660993218421936,-0.15984129905700684,0.3380885124206543,0.46224772930145264,-0.183136448264122,0.21099361777305603,0.48311349749565125,-0.09118006378412247,0.4381689131259918,0.5108868479728699,-0.14600792527198792,0.39257991313934326,0.5615971684455872,-0.1599017232656479,0.3297322690486908,0.5568732023239136,-0.1788359433412552,0.21380406618118286,0.6151783466339111,-0.11131352931261063,0.4272904098033905,0.630571722984314,-0.16242070496082306,0.3874405026435852,0.6727756261825562,-0.15754953026771545,0.33273810148239136,0.6607226729393005,-0.15901607275009155,0.23271998763084412,0.735537588596344,-0.13621650636196136,0.4062379002571106,0.7417769432067871,-0.17830532789230347,0.38540372252464294,0.7576013207435608,-0.1861063838005066,0.33143240213394165,0.7511184215545654,-0.19367435574531555,A
0.26435554027557373,0.7760695219039917,-7.01978649431112e-07,0.3077573776245117,0.5618407726287842,-0.03694915026426315,0.32748469710350037,0.35085779428482056,-0.06131601333618164,0.33193904161453247,0.19226130843162537,-0.08400033414363861,0.32419493794441223,0.04532498121261597,-0.10084763169288635,0.2270592600107193,0.3517676293849945,-0.07701045274734497,0.4212774634361267,0.3873140513896942,-0.13273559510707855,0.3983343541622162,0.45423072576522827,-0.16103990375995636,0.3339194357395172,0.4512909948825836,-0.18460343778133392,0.20751544833183289,0.47911012172698975,-0.09222530573606491,0.43327122926712036,0.5037744045257568,-0.14387188851833344,0.3887398838996887,0.5523573756217957,-0.15648329257965088,0.3263057470321655,0.5480820536613464,-0.1752340942621231,0.2105793058872223,0.6114817261695862,-0.11177580803632736,0.4219702184200287,0.6243122816085815,-0.16056092083454132,0.38287127017974854,0.664021372795105,-0.1548626720905304,0.32865557074546814,0.6527499556541443,-0.1564159095287323,0.22968250513076782,0.7307446002960205,-0.13620276749134064,0.40237581729888916,0.7350258231163025,-0.17697633802890778,0.38284075260162354,0.7496098279953003,-0.18355943262577057,0.3304314613342285,0.746009349822998,-0.19058255851268768,A
0.27503159642219543,0.8377648591995239,-9.303445267505595e-07,0.31708768010139465,0.6146003603935242,-0.02868422120809555,0.3281588852405548,0.3923065960407257,-0.04715518653392792,0.32663044333457947,0.23293887078762054,-0.06583748012781143,0.322904109954834,0.09056904911994934,-0.07659605145454407,0.2381470501422882,0.3921976387500763,-0.05838440731167793,0.41862112283706665,0.4216686189174652,-0.11464802920818329,0.3939795196056366,0.49496957659721375,-0.14151516556739807,0.33274999260902405,0.4847566783428192,-0.163178950548172,0.22193551063537598,0.5085472464561462,-0.07553303241729736,0.4325683116912842,0.5276405811309814,-0.13032697141170502,0.38948073983192444,0.5844531655311584,-0.14200186729431152,0.3325710892677307,0.5739362239837646,-0.15732643008232117,0.22452421486377716,0.6295081973075867,-0.09790545701980591,0.42379090189933777,0.6375439167022705,-0.1489519327878952,0.3871973156929016,0.685685932636261,-0.1446874588727951,0.3369438648223877,0.6729626655578613,-0.1448632925748825,0.24481745064258575,0.7394980192184448,-0.12427905201911926,0.40396782755851746,0.7374094128608704,-0.1617678701877594,0.37761545181274414,0.7605642080307007,-0.16937382519245148,0.31986886262893677,0.7542439699172974,-0.17720533907413483,A
0.27629992365837097,0.8309926986694336,-9.167373491436592e-07,0.31716975569725037,0.6092148423194885,-0.029974400997161865,0.32859963178634644,0.3896743059158325,-0.04906831681728363,0.327391117811203,0.2307511568069458,-0.06830005347728729,0.32338500022888184,0.08901560306549072,-0.07986633479595184,0.23804384469985962,0.39388737082481384,-0.05989556014537811,0.41778647899627686,0.42130959033966064,-0.11692879348993301,0.39321431517601013,0.49291232228279114,-0.1446772664785385,0.3331425189971924,0.48205429315567017,-0.16695745289325714,0.22145473957061768,0.5104289054870605,-0.07658395171165466,0.4324595332145691,0.5277069211006165,-0.13149258494377136,0.3887785077095032,0.5830599069595337,-0.14293646812438965,0.3326181173324585,0.5720509886741638,-0.1583179384469986,0.2239721119403839,0.6304893493652344,-0.0987553671002388,0.42461785674095154,0.6376469731330872,-0.1499723494052887,0.386654794216156,0.6840223073959351,-0.14582058787345886,0.3364640772342682,0.6702795028686523,-0.1462523639202118,0.2442733347415924,0.7390698194503784,-0.1251736283302307,0.4039050340652466,0.7384782433509827,-0.16306142508983612,0.3765803277492523,0.7604891657829285,-0.17115555703639984,0.31878551840782166,0.7538398504257202,-0.17949360609054565,A
0.26948243379592896,0.8371157646179199,-9.458814247409464e-07,0.31063178181648254,0.6180346012115479,-0.028965475037693977,0.32569706439971924,0.3977952301502228,-0.04709142446517944,0.3278486132621765,0.23661400377750397,-0.06569147109985352,0.3234022259712219,0.09417203068733215,-0.07687624543905258,0.23903822898864746,0.3921694755554199,-0.05568468198180199,0.4168526530265808,0.42034751176834106,-0.11102493852376938,0.3923937678337097,0.49265721440315247,-0.1379397064447403,0.33334237337112427,0.48374253511428833,-0.159554585814476,0.22400802373886108,0.507063090801239,-0.0727410539984703,0.4324651062488556,0.5270041227340698,-0.126516193151474,0.3878876566886902,0.584611177444458,-0.13819393515586853,0.3332453966140747,0.5729444026947021,-0.15309472382068634,0.22725564241409302,0.6265012621879578,-0.09532196819782257,0.4257204830646515,0.6378052234649658,-0.14549480378627777,0.38575971126556396,0.6861275434494019,-0.14201641082763672,0.3364415168762207,0.6722524166107178,-0.14254812896251678,0.24735859036445618,0.736334502696991,-0.1221337765455246,0.406761109828949,0.736374020576477,-0.15922433137893677,0.37730056047439575,0.7601599097251892,-0.16748857498168945,0.3207187354564667,0.7544726133346558,-0.1756192296743393,A
0.2720262110233307,0.8395121693611145,-9.090728099181433e-07,0.3165062665939331,0.6180954575538635,-0.02951314114034176,0.32882481813430786,0.39576441049575806,-0.04857929050922394,0.32692578434944153,0.23433855175971985,-0.06748615950345993,0.3204295039176941,0.09124764800071716,-0.0782012864947319,0.23816528916358948,0.3933660089969635,-0.06051681935787201,0.41734981536865234,0.4193791449069977,-0.11740188300609589,0.39165884256362915,0.49377304315567017,-0.14337687194347382,0.33183103799819946,0.48374396562576294,-0.16425764560699463,0.22195523977279663,0.5080926418304443,-0.07750015705823898,0.432943195104599,0.5244761109352112,-0.1341603398323059,0.3882126212120056,0.5814884901046753,-0.14541757106781006,0.33142226934432983,0.5701715350151062,-0.1599426567554474,0.22445836663246155,0.6275679469108582,-0.0996924340724945,0.4251151978969574,0.6350672245025635,-0.15168069303035736,0.38632965087890625,0.6845686435699463,-0.14633412659168243,0.336343377828598,0.6715134382247925,-0.14561915397644043,0.24505102634429932,0.73621666431427,-0.12595197558403015,0.4069254994392395,0.7396732568740845,-0.16392812132835388,0.3803577125072479,0.765785813331604,-0.17138944566249847,0.3235568106174469,0.7579346895217896,-0.17901958525180817,A
0.27409887313842773,0.8356680870056152,-9.2448198074635e-07,0.3181363344192505,0.6121302843093872,-0.030621938407421112,0.32848164439201355,0.3880443572998047,-0.04975154623389244,0.3255196809768677,0.22786840796470642,-0.06841952353715897,0.3196212947368622,0.08592250943183899,-0.07866218686103821,0.23365938663482666,0.38994285464286804,-0.06105630099773407,0.41525763273239136,0.4155920445919037,-0.11851798743009567,0.3915698230266571,0.4920727610588074,-0.14533504843711853,0.3307803273200989,0.4830489158630371,-0.16690653562545776,0.21746814250946045,0.5058609843254089,-0.07744717597961426,0.4295278489589691,0.5218472480773926,-0.13463537395000458,0.3870038688182831,0.5806457996368408,-0.14683492481708527,0.3301433324813843,0.570623517036438,-0.16224180161952972,0.22062724828720093,0.6260375380516052,-0.09914742410182953,0.4214572310447693,0.6328747868537903,-0.1514977663755417,0.38421836495399475,0.683188796043396,-0.1470167338848114,0.33326593041419983,0.6702721118927002,-0.14701159298419952,0.24218416213989258,0.7341084480285645,-0.12504266202449799,0.40304645895957947,0.7367496490478516,-0.1634269803762436,0.37635132670402527,0.7633081078529358,-0.17167454957962036,0.3179034888744354,0.7564120292663574,-0.17996549606323242,A
0.2714250981807709,0.8346748352050781,-9.351116432299023e-07,0.3123154640197754,0.6110347509384155,-0.030572453513741493,0.32507771253585815,0.387710839509964,-0.04950591176748276,0.32623186707496643,0.227706179022789,-0.06858401745557785,0.32449689507484436,0.08582022786140442,-0.07976797968149185,0.23461830615997314,0.3878660202026367,-0.05740416795015335,0.4157535433769226,0.4150756895542145,-0.11429077386856079,0.3905612528324127,0.48818284273147583,-0.14218997955322266,0.3304755389690399,0.4778057932853699,-0.16477976739406586,0.21927666664123535,0.503821849822998,-0.07405684888362885,0.4306126832962036,0.5213716626167297,-0.13027775287628174,0.38487476110458374,0.5795843601226807,-0.14254604279994965,0.3288007378578186,0.568627119064331,-0.15778900682926178,0.22223863005638123,0.6237981915473938,-0.0964655950665474,0.4233512878417969,0.6326022744178772,-0.14841662347316742,0.381948858499527,0.6815105080604553,-0.14479586482048035,0.33112144470214844,0.6675006151199341,-0.1450866460800171,0.2428005337715149,0.7326442003250122,-0.12331999838352203,0.4040030837059021,0.733089029788971,-0.1618998497724533,0.3733440637588501,0.7582995891571045,-0.1708468794822693,0.31433215737342834,0.7529479265213013,-0.17937582731246948,A
0.2721309959888458,0.8357571363449097,-9.432935712538892e-07,0.31474894285202026,0.6117953062057495,-0.029586410149931908,0.3258236348628998,0.38729554414749146,-0.04811236262321472,0.3244996666908264,0.2267921268939972,-0.06671539694070816,0.32242417335510254,0.08417627215385437,-0.07724279910326004,0.23464587330818176,0.38575756549835205,-0.057492684572935104,0.41436880826950073,0.41330674290657043,-0.11424312740564346,0.3896886110305786,0.48771098256111145,-0.14135034382343292,0.3295225203037262,0.4779699146747589,-0.16311292350292206,0.21884822845458984,0.5009652972221375,-0.07420092076063156,0.4291412830352783,0.5199819803237915,-0.13025540113449097,0.3851901888847351,0.5785272717475891,-0.14203612506389618,0.32857072353363037,0.5682419538497925,-0.1569020301103592,0.2214825302362442,0.6210044026374817,-0.09640862792730331,0.4210466742515564,0.6306107044219971,-0.14834417402744293,0.38245853781700134,0.6800817251205444,-0.14420540630817413,0.3316746652126312,0.6670415997505188,-0.14411504566669464,0.24174106121063232,0.7302496433258057,-0.12278196960687637,0.40165233612060547,0.7324068546295166,-0.16099801659584045,0.37403643131256104,0.7581729292869568,-0.1692119538784027,0.3157878816127777,0.7522724866867065,-0.1772073209285736,A
